9.938815893525303,-1
7.094476476043146,-1
5.734838187660844,-1
4.928018785653855,-1
4.372744506937772,-1
3.9679861916330665,-1
3.6522237013775176,-1
3.3951743673669608,-1
3.1792124329549503,-1
2.9942183795662913,-1
2.839675312716001,-1
2.7019164131214506,-1
2.578922953763352,-1
2.46643607428096,-1
2.370942084983943,-1
2.2796174585104634,-1
2.1951191375113277,-1
2.1166718597168686,-1
2.046616279902491,-1
1.982693969429886,0
1.9205955183357408,0
1.8638719850233956,0
1.8075255014160818,0
1.757478030667696,0
1.7103133594542392,0
1.6641992966367927,0
1.6190829482712292,0
1.5778693752708495,0
1.538955031169788,0
1.5023078370261822,0
1.4651514661311726,0
1.4311716689714746,0
1.3968578472996664,0
1.3630595469519742,0
1.3335402174721067,0
1.3037361822052274,0
1.272617324666249,0
1.245009056083991,0
1.2159787092294714,0
1.1907330514387067,0
1.1656973697011792,0
1.139191703715949,0
1.1136307686739282,0
1.089217498986348,0
1.0663736436703162,0
1.0430633371815754,0
1.02120821125961,0
1.0002901746562116,0
0.978751429072844,0
0.9573448373288047,0
0.9356587075934286,0
0.9162815850978734,0
0.8945753423176807,0
0.8747798833831734,0
0.8571023749411976,0
0.8372908367477316,0
0.8179251115791721,0
0.8015142895145462,0
0.7827047737482965,0
0.7623197054951817,0
0.7439817031267766,0
0.7293448115929493,0
0.7093374535693124,0
0.6933740159104812,0
0.6761602942558373,0
0.6575231841921507,0
0.6407977730220535,0
0.624485498468512,0
0.6064085058348712,0
0.5894348810634084,0
0.5733859930492419,0
0.5555476636960828,0
0.5375123268948183,0
0.5186647292334329,0
0.500854256541267,0
0.4853956741911214,0
0.4682301582621052,0
0.4487594205952432,0
0.43060612304311296,0
0.4125773323204312,0
0.3955912810740851,0
0.37926037657454326,0
0.3619738494875044,0
0.34171911280379225,0
0.3207458973318799,0
0.30109046816542445,0
0.2809798088573336,0
0.26080435672542873,0
0.23585190428615707,0
0.21287886902870276,0
0.18747770376702286,0
0.15577973116096896,0
